pair_id,kn_word,te_word,kn_iso,te_iso,en_kn,en_te,gloss,candidate_source,label,origin,annotator,notes,excluded
B000269,ನಿರ್ದಿಷ್ಟ-ಅವಧಿ,వ్యవది,nirdiṣṭa-avadhi,vyavadi,The time from one specific time to another specific time,Give it some more time,kn: ಒಂದು ನಿರ್ದಿಷ್ಟ ಸಮಯದಿಂದ ಇನ್ನೊಂದು ನಿರ್ದಿಷ್ಟ ಸಮಯದವರೆಗಿನ ಕಾಲ || te: ఇంకొంత సమయాన్ని ఇచ్చుట,shared_synset,unrelated,,Dhanya,,
B000270,ಕೆಸರು,కసరు,kesaru,kasaru,"Dust, dirt etc. in the water",Feeling more resentful.,"kn: ನೀರಿನಲ್ಲಿ ಸೇರಿರುವ ಧೂಳು, ಮಣ್ಣು ಮೊದಲಾದವುಗಳು || te: ఎక్కువ ఆగ్రహము కలుగు భావన.",form_similar,false_friend,,Dhanya,,
B000271,ಸಾಧಾರಣ,తెలియని,sādhāraṇa,teliyani,Not much known or well known,To be unknown.,kn: ಅಷ್ಟೇನು ಪರಿಚಯವಿಲ್ಲದ ಅಥವಾ ಪ್ರಸಿದ್ದಿಗೆ ಬರದೇ ಇರುವ || te: ఎవ్వరికీ తెలియకుండా ఉండుట.,shared_synset,unrelated,,Dhanya,,
B000272,ಬಿಡಲ್ಪಟ್ಟಂತ,మంచంకోళ్ళు,biḍalpaṭṭaṁta,maṁcaṁkōḷḷu,As if left or thrown away,bed hens,,random,unrelated,,Dhanya,,
B000273,ವಿಸ್ಮಿತವಾಗು,ఆశ్చర్యపడు,vismitavāgu,āścaryapaḍu,"The process by which an impression arises in the mind when seeing or hearing or knowing or experiencing any object, subject, news, information, etc.",A feeling that arises in the mind when one sees something unusual.,"kn: ಯಾವುದೇ ವಸ್ತು, ವಿಷಯ, ಸುದ್ದಿ, ಸಮಾಚಾರ, ಇತ್ಯಾದಿಗಳನ್ನು ನೋಡಿದಾಗ ಇಲ್ಲವೇ ಕೇಳಿದಾಗ ಇಲ್ಲವೇ ತಿಳಿದಾಗ ಇಲ್ಲವೇ ಅನುಭವಕ್ಕೆ ಬಂದಾಗ ಮನಸ್ಸಿನಲ್ಲಿ ಹುಟ್ಟುವ ಅನಿಸಿಕೆ ಹೊರಹೊಮ್ಮುವ ಪ್ರಕ್ರಿಯೆ || te: అసాధారణమైన వాటిని చూడగానే మనస్సులో కలిగే భావన.",shared_synset,unrelated,,Dhanya,,
B000274,ಬಗ್ಗಿಸಲಾಗದ,ఆవలిగట్టు,baggisalāgada,āvaligaṭṭu,Something that is unyielding or unbendable,The other side of the river,,random,unrelated,,Dhanya,,
B000275,ಮಹಾದೇವ,మహాదేవుడు,mahādēva,mahādēvuḍu,A Hindu god who destroys creation,He is the three eyed of the trinity,kn: ಸೃಷ್ಠಿಯನ್ನು ನಾಶ ಮಾಡುವ ಹಿಂದು ದೇವರು || te: త్రిమూర్తులలో మూడు కన్నులుగలవాడు,shared_synset,cognate,sanskrit,Dhanya,,
B000276,ದಿವ್ಯಲೋಕ,దేవలోకం,divyalōka,dēvalōkaṁ,The world that the soul attains after leaving the body,The world where the soul joins after leaving the body,kn: ಆತ್ಮ ಶರೀರವನ್ನು ಬಿಟ್ಟ ನಂತರ ಪ್ರಾಪ್ತಿಯಾಗುವ ಲೋಕ || te: శరిరం విడిచిన తర్వాత ఆత్మ చేరే లోకం,shared_synset,cognate,sanskrit,Dhanya,,
B000277,ಕಚ್ಚು,కొట్టివేయు,kaccu,koṭṭivēyu,"Scorpions, bees etc. spread the poison by biting the body of the organism with its poisonous sting.",Cutting stumps with a knife,"kn: ಚೇಳು, ಜೇನು ಮೊದಲಾದವುಗಳು ವಿಷಭರಿತವಾದ ಮುಳ್ಳಿನಿಂದ ಜೀವಿಗಳ ಶರೀರದ ಮೇಲೆ ಕಚ್ಚಿ ವಿಷವನ್ನು ಹರಡುವುದು || te: కత్తి ద్వారా మొద్దులను చేసేపని",shared_synset,unrelated,,Dhanya,,
B000278,ಮತಭೇದರಹಿತವಾದಂತಹ,మతబేధరహితమైన,matabhēdarahitavādaṁtaha,matabēdharahitamaina,On which all are agreed,Not accepted by all religions,kn: ಯಾವುದರಲ್ಲಿ ಎಲ್ಲರ ಸಹಮತಿ ಇದೆಯೋ || te: అన్ని మతాల అంగీకారం కాని,shared_synset,false_friend,,Dhanya,,
B000279,ನಡುಕ,నడక,naḍuka,naḍaka,The act or feeling of trembling,Having good habits.,kn: ನಡುಗುವ ಕ್ರಿಯೆ ಅಥವಾ ಭಾವನೆ || te: మంచి అలవాట్లు కలిగి ఉండుట.,form_similar,false_friend,,Dhanya,,
B000280,ಸಂದು,సందు,saṁdu,saṁdu,A detachment rupture in the ground or in any material due to some stress or weight,Two or three people are a narrow path,kn: ಯಾವುದಾದರೂ ಒತ್ತಡದಿಂದಾದ ಅಥವಾ ಭಾರದಿಂದಾಗಿ ನೆಲದಲ್ಲಿ ಅಥವಾ ಯಾವುದೇ ವಸ್ತುವಿನಲ್ಲಿ ಉಂಟಾಗುವ ಬೇರ್ಪಡುವಿಕೆಯ ಸೀಳುವಿಕೆ || te: ఇద్దరు లేదా ముగ్గరు వెల్లే ఇరుకైన మార్గం,form_similar,false_friend,,Dhanya,,
B000281,ಪುರಾತತ್ವವಿದ್ವಾನ,పురాతత్త్వవేత్త,purātatvavidvāna,purātattvavētta,archaeologist or scholar,He studied the culture of people in prehistoric times.,kn: ಪುರಾತತ್ವದ ಜ್ಞಾನಿ ಅಥವಾ ವಿದ್ವಾಂಸ || te: చారిత్రక పూర్వయుగంలోని ప్రజలు వారి సంస్కృతిని  గుర్చి పరిశోధించినవాడు.,shared_synset,cognate,sanskrit,Dhanya,,
B000282,ಸ್ವಾಭಾವಿಕವಾದಂತ,స్వభావికమైన,svābhāvikavādaṁta,svabhāvikamaina,(Svara) Which is neither higher nor lower than (Svara) Which is neither higher nor lower than a chromatic semitone,It was natural,kn: (ಸ್ವರ) ಯಾವುದು ಎತ್ತರದಲ್ಲಿವೋ ಅಥವಾ ಕೆಳಗಿಲ್ಲವೋ (ಸ್ವರ) ಯಾವುದು ವರ್ಣಿಕದ ಅರ್ಧಸ್ವರದಲ್ಲಿ ಮೇಲೆ ಅಥವಾ ಕೆಳಗಿಲ್ಲವೋ || te: సహజ సిధ్ధంగా వుండేది,shared_synset,cognate,sanskrit,Dhanya,,
B000283,ಭಾಷಾ-ವಿಜ್ಞಾನಿ,తీర్థపురోహితుడు,bhāṣā-vijñāni,tīrthapurōhituḍu,Linguistic expert or jnati,A person who worships at a place of pilgrimage,,random,unrelated,,Dhanya,,
B000284,ವ್ಯಾಕುಲಿತ,వ్యాకులత,vyākulita,vyākulata,A state of extreme anxiety or fearful atmosphere in which an individual or community,to suffer,kn: ವ್ಯಕ್ತಿ ಅಥವಾ ಸಮುದಾಯವು ತೀವ್ರವಾದ ಆತಂಕಕ್ಕೆ ಒಳಗಾದ ಸ್ಥಿತಿ ಅಥವಾ ಭಯಭೀತವಾದ ವಾತಾವರಣ || te: బాధ పడుట.,form_similar,cognate,sanskrit,Dhanya,,
B000285,ಅಲ್ಪಬುದ್ಧಿಯಂತ,అపహారం,alpabuddhiyaṁta,apahāraṁ,Someone has no or very little wit,The opposite of good.,,random,unrelated,,Dhanya,,
B000286,ಶರಣಾಗತನಾದಂತ,శరణాగతుడైన,śaraṇāgatanādaṁta,śaraṇāgatuḍaina,who accepted the surrender,Seek help.,kn: ಶರಣಾಗತಿಯನ್ನು ಒಪ್ಪಿಕೊಂಡವ || te: సహాయం ఆశ్రయించిన.,shared_synset,cognate,sanskrit,Dhanya,,
B000287,ಯಜುರ್ವೇದಿ,యజుర్వేది,yajurvēdi,yajurvēdi,Doing all the work according to Yajurveda,Like following Yajurveda,kn: ಯಜುರ್ವೇದದ ಅನುಸಾರವಾಗಿ ಎಲ್ಲಾ ಕಾರ್ಯಗಳನ್ನು ಮಾಡುವಂತಹ || te: యజుర్వేదాన్ని అనుసరించేటటువంటి,shared_synset,cognate,sanskrit,Dhanya,,
B000288,ಪ್ರಾಥಮಿಕವಾದಂತ,ప్రాథమికమైన,prāthamikavādaṁta,prāthamikamaina,Of or to which great importance is attached,-Highly respected,kn: ಅಧಿಕ ಮಹತ್ವವಿರುವ ಅಥವಾ ಯಾವುದಕ್ಕೆ ಮಹತ್ವವನ್ನು ನೀಡಲಾಗಿದೆಯೋ || te: -అధికమాన్యతగల,shared_synset,cognate,sanskrit,Dhanya,,
B000289,ಪೂಜನೀಯವಾದ,అభినందనీయుడు,pūjanīyavāda,abhinaṁdanīyuḍu,Worshipful,Whoever deserves respect,kn: ಪೂಜಿಸಲು ಯೋಗ್ಯವಾದ || te: ఎవరైతే గౌరవించడానికి అర్హులో,shared_synset,unrelated,,Dhanya,,
B000290,ಕದಲು,కదలి,kadalu,kadali,To move slightly from one's place or to and fro,A fast running animal after the cheetah,kn: ತನ್ನ ಜಾಗದಿಂದ ಸ್ವಲ್ಪ ಜರಗುವುದು ಅಥವಾ ಆಕಡೆ-ಈಕಡೆ ಕದಲುವುದು || te: చిరుత తర్వాత వేగంగా పరిగెత్తే జంతువు,form_similar,false_friend,,Dhanya,,
B000291,ವಿಶೇಷಣ,విశ్లేషణ,viśēṣaṇa,viślēṣaṇa,A defective word refers to a feature of any noun,Argument - the act of determining arguments,kn: ದೋಷಯುಕ್ತ ಪದವು ಯಾವುದೇ ನಾಮಪದದ ವಿಶೇಷತೆಯನ್ನು ಹೇಳುವುದು || te: తర్క- వితర్కములను నిశ్చితము చేయు క్రియ,form_similar,false_friend,,Dhanya,,
B000292,ಪ್ರಾಂಗಣ,ప్రాంగణం,prāṁgaṇa,prāṁgaṇaṁ,The central open part of the house,A place built with walls on all four sides,kn: ಮನೆಯ ಮಧ್ಯದ ತೆರೆದ ಭಾಗ || te: నలువైపుల గోడలతో నిర్మించిన ప్రదేశం,form_similar,cognate,sanskrit,Dhanya,,
B000293,ಬ್ಯಾಸ-ನದಿ,బియాస్‍నది,byāsa-nadi,biyāsnadi,A river in North India,A river in North India,kn: ಉತ್ತರ ಭಾರತದ ಒಂದು ನದಿ || te: ఉత్తర భారతదేశంలోని ఒక నది,shared_synset,cognate,sanskrit,Dhanya,,
B000294,ಪೂರ್ಣಾಯುಷಿ,పూర్ణాయువు,pūrṇāyuṣi,pūrṇāyuvu,Having a full lifespan,Full of life,kn: ಪೂರ್ತಿಯಾದ ಆಯುಷ್ಯನ್ನು ಹೊಂದಿರುವ || te: సంపూర్ణమైన ఆయువు కలిగిన,shared_synset,cognate,sanskrit,Dhanya,,
B000295,ಚಿಕ್ಕ-ಕೊಳಲು,చిన్నపిల్లనగ్రోవి,cikka-koḷalu,cinnapillanagrōvi,One type of flute is smaller in shape,A type of chickweed that is small in shape,kn: ಒಂದು ಪ್ರಕಾರದ ಕೊಳಲು ಅದರ ಆಕಾರ ಚಿಕ್ಕದಾಗಿರುತ್ತದೆ || te: ఒక రకమైన పిల్లనగ్రోవి అది ఆకారంలో చిన్నదిగా ఉటుంది,shared_synset,unrelated,,Dhanya,,
B000296,ಬಾಲಹೀನ,బలహీన,bālahīna,balahīna,tailless,incompetent,kn: ಬಾಲವಿಲ್ಲದ || te: యోగ్యతలేని,form_similar,false_friend,,Dhanya,,
B000297,ಸಂಗಡ,సంగడం,saṁgaḍa,saṁgaḍaṁ,A sense of togetherness,Non blood related,kn: ಜತೆಯಾಗಿ ಇರುವ ಭಾವನೆ || te: రక్తసంబంధం కానిది,form_similar,false_friend,,Dhanya,,
B000298,ಸಿಂಧೂರಪುಷ್ಪ,సింధూరవృక్షం,siṁdhūrapuṣpa,siṁdhūravr̥kṣaṁ,A plant with red flowers,A tree that bears red flowers,kn: ಕೆಂಪು ಹೂ ಬಿಡುವ ಒಂದು ಗಿಡ || te: ఎర్రటి పూలు పూచే ఒక చెట్టు,shared_synset,cognate,sanskrit,Dhanya,,
B000299,ಕ್ರಾಂತಿಮಂಡಲ,కాంతిమండలం,krāṁtimaṁḍala,kāṁtimaṁḍalaṁ,The daily orbit of the Sun is actually the orbit of the Earth.,"For deities, the wheel of light behind the head in portraits of great divine men","kn: ಸೂರ್ಯನ ದೈನಿಕ ಭ್ರಮಣ-ಮಾರ್ಗವು ವಾಸ್ತವದಲ್ಲಿ ಪೃಥ್ವಿಯ ಭ್ರಮಣ-ಮಾರ್ಗವೂ ಹೌದು || te: దేవతలకు, మహా దివ్య పురుషుల చిత్రపటాలలో తల వెనక ఉండే వెలుగు చక్రం",form_similar,cognate,sanskrit,Dhanya,,
