pair_id,kn_word,te_word,kn_iso,te_iso,synset_id,gloss,candidate_source,label,origin,annotator,notes,en_kn,en_te,needs_gloss
B000280,ಸಂದು,సందు,saṁdu,saṁdu,,kn: ಯಾವುದಾದರೂ ಒತ್ತಡದಿಂದಾದ ಅಥವಾ ಭಾರದಿಂದಾಗಿ ನೆಲದಲ್ಲಿ ಅಥವಾ ಯಾವುದೇ ವಸ್ತುವಿನಲ್ಲಿ ಉಂಟಾಗುವ ಬೇರ್ಪಡುವಿಕೆಯ ಸೀಳುವಿಕೆ || te: ఇద్దరు లేదా ముగ్గరు వెల్లే ఇరుకైన మార్గం,form_similar,,,,,A detachment rupture in the ground or in any material due to some stress or weight,Two or three people are a narrow path,false
B000281,ಪುರಾತತ್ವವಿದ್ವಾನ,పురాతత్త్వవేత్త,purātatvavidvāna,purātattvavētta,27066,kn: ಪುರಾತತ್ವದ ಜ್ಞಾನಿ ಅಥವಾ ವಿದ್ವಾಂಸ || te: చారిత్రక పూర్వయుగంలోని ప్రజలు వారి సంస్కృతిని  గుర్చి పరిశోధించినవాడు.,shared_synset,,,,,archaeologist or scholar,He studied the culture of people in prehistoric times.,false
B000282,ಸ್ವಾಭಾವಿಕವಾದಂತ,స్వభావికమైన,svābhāvikavādaṁta,svabhāvikamaina,27649,kn: (ಸ್ವರ) ಯಾವುದು ಎತ್ತರದಲ್ಲಿವೋ ಅಥವಾ ಕೆಳಗಿಲ್ಲವೋ (ಸ್ವರ) ಯಾವುದು ವರ್ಣಿಕದ ಅರ್ಧಸ್ವರದಲ್ಲಿ ಮೇಲೆ ಅಥವಾ ಕೆಳಗಿಲ್ಲವೋ || te: సహజ సిధ్ధంగా వుండేది,shared_synset,,,,,(Svara) Which is neither higher nor lower than (Svara) Which is neither higher nor lower than a chromatic semitone,It was natural,false
B000283,ಭಾಷಾ-ವಿಜ್ಞಾನಿ,తీర్థపురోహితుడు,bhāṣā-vijñāni,tīrthapurōhituḍu,,,random,,,,,Linguistic expert or jnati,A person who worships at a place of pilgrimage,false
B000284,ವ್ಯಾಕುಲಿತ,వ్యాకులత,vyākulita,vyākulata,,kn: ವ್ಯಕ್ತಿ ಅಥವಾ ಸಮುದಾಯವು ತೀವ್ರವಾದ ಆತಂಕಕ್ಕೆ ಒಳಗಾದ ಸ್ಥಿತಿ ಅಥವಾ ಭಯಭೀತವಾದ ವಾತಾವರಣ || te: బాధ పడుట.,form_similar,,,,,A state of extreme anxiety or fearful atmosphere in which an individual or community,to suffer,false
B000285,ಅಲ್ಪಬುದ್ಧಿಯಂತ,అపహారం,alpabuddhiyaṁta,apahāraṁ,,,random,,,,,Someone has no or very little wit,The opposite of good.,false
B000286,ಶರಣಾಗತನಾದಂತ,శరణాగతుడైన,śaraṇāgatanādaṁta,śaraṇāgatuḍaina,3688,kn: ಶರಣಾಗತಿಯನ್ನು ಒಪ್ಪಿಕೊಂಡವ || te: సహాయం ఆశ్రయించిన.,shared_synset,,,,,who accepted the surrender,Seek help.,false
B000287,ಯಜುರ್ವೇದಿ,యజుర్వేది,yajurvēdi,yajurvēdi,23718,kn: ಯಜುರ್ವೇದದ ಅನುಸಾರವಾಗಿ ಎಲ್ಲಾ ಕಾರ್ಯಗಳನ್ನು ಮಾಡುವಂತಹ || te: యజుర్వేదాన్ని అనుసరించేటటువంటి,shared_synset,,,,,Doing all the work according to Yajurveda,Like following Yajurveda,false
B000288,ಪ್ರಾಥಮಿಕವಾದಂತ,ప్రాథమికమైన,prāthamikavādaṁta,prāthamikamaina,18740,kn: ಅಧಿಕ ಮಹತ್ವವಿರುವ ಅಥವಾ ಯಾವುದಕ್ಕೆ ಮಹತ್ವವನ್ನು ನೀಡಲಾಗಿದೆಯೋ || te: -అధికమాన్యతగల,shared_synset,,,,,Of or to which great importance is attached,-Highly respected,false
B000289,ಪೂಜನೀಯವಾದ,అభినందనీయుడు,pūjanīyavāda,abhinaṁdanīyuḍu,209,kn: ಪೂಜಿಸಲು ಯೋಗ್ಯವಾದ || te: ఎవరైతే గౌరవించడానికి అర్హులో,shared_synset,,,,,Worshipful,Whoever deserves respect,false
B000290,ಕದಲು,కదలి,kadalu,kadali,,kn: ತನ್ನ ಜಾಗದಿಂದ ಸ್ವಲ್ಪ ಜರಗುವುದು ಅಥವಾ ಆಕಡೆ-ಈಕಡೆ ಕದಲುವುದು || te: చిరుత తర్వాత వేగంగా పరిగెత్తే జంతువు,form_similar,,,,,To move slightly from one's place or to and fro,A fast running animal after the cheetah,false
B000291,ವಿಶೇಷಣ,విశ్లేషణ,viśēṣaṇa,viślēṣaṇa,,kn: ದೋಷಯುಕ್ತ ಪದವು ಯಾವುದೇ ನಾಮಪದದ ವಿಶೇಷತೆಯನ್ನು ಹೇಳುವುದು || te: తర్క- వితర్కములను నిశ్చితము చేయు క్రియ,form_similar,,,,,A defective word refers to a feature of any noun,Argument - the act of determining arguments,false
B000292,ಪ್ರಾಂಗಣ,ప్రాంగణం,prāṁgaṇa,prāṁgaṇaṁ,,kn: ಮನೆಯ ಮಧ್ಯದ ತೆರೆದ ಭಾಗ || te: నలువైపుల గోడలతో నిర్మించిన ప్రదేశం,form_similar,,,,,The central open part of the house,A place built with walls on all four sides,false
B000293,ಬ್ಯಾಸ-ನದಿ,బియాస్‍నది,byāsa-nadi,biyāsnadi,13333,kn: ಉತ್ತರ ಭಾರತದ ಒಂದು ನದಿ || te: ఉత్తర భారతదేశంలోని ఒక నది,shared_synset,,,,,A river in North India,A river in North India,false
B000294,ಪೂರ್ಣಾಯುಷಿ,పూర్ణాయువు,pūrṇāyuṣi,pūrṇāyuvu,21910,kn: ಪೂರ್ತಿಯಾದ ಆಯುಷ್ಯನ್ನು ಹೊಂದಿರುವ || te: సంపూర్ణమైన ఆయువు కలిగిన,shared_synset,,,,,Having a full lifespan,Full of life,false
B000295,ಚಿಕ್ಕ-ಕೊಳಲು,చిన్నపిల్లనగ్రోవి,cikka-koḷalu,cinnapillanagrōvi,393,kn: ಒಂದು ಪ್ರಕಾರದ ಕೊಳಲು ಅದರ ಆಕಾರ ಚಿಕ್ಕದಾಗಿರುತ್ತದೆ || te: ఒక రకమైన పిల్లనగ్రోవి అది ఆకారంలో చిన్నదిగా ఉటుంది,shared_synset,,,,,One type of flute is smaller in shape,A type of chickweed that is small in shape,false
B000296,ಬಾಲಹೀನ,బలహీన,bālahīna,balahīna,,kn: ಬಾಲವಿಲ್ಲದ || te: యోగ్యతలేని,form_similar,,,,,tailless,incompetent,false
B000297,ಸಂಗಡ,సంగడం,saṁgaḍa,saṁgaḍaṁ,,kn: ಜತೆಯಾಗಿ ಇರುವ ಭಾವನೆ || te: రక్తసంబంధం కానిది,form_similar,,,,,A sense of togetherness,Non blood related,false
B000298,ಸಿಂಧೂರಪುಷ್ಪ,సింధూరవృక్షం,siṁdhūrapuṣpa,siṁdhūravr̥kṣaṁ,13273,kn: ಕೆಂಪು ಹೂ ಬಿಡುವ ಒಂದು ಗಿಡ || te: ఎర్రటి పూలు పూచే ఒక చెట్టు,shared_synset,,,,,A plant with red flowers,A tree that bears red flowers,false
B000299,ಕ್ರಾಂತಿಮಂಡಲ,కాంతిమండలం,krāṁtimaṁḍala,kāṁtimaṁḍalaṁ,,"kn: ಸೂರ್ಯನ ದೈನಿಕ ಭ್ರಮಣ-ಮಾರ್ಗವು ವಾಸ್ತವದಲ್ಲಿ ಪೃಥ್ವಿಯ ಭ್ರಮಣ-ಮಾರ್ಗವೂ ಹೌದು || te: దేవతలకు, మహా దివ్య పురుషుల చిత్రపటాలలో తల వెనక ఉండే వెలుగు చక్రం",form_similar,,,,,The daily orbit of the Sun is actually the orbit of the Earth.,"For deities, the wheel of light behind the head in portraits of great divine men",false
